lyft_id,message
1330720394686052800,Hi Taylor. Please advise Of next steps to start application ; I only have class 5 ; And no not yet. I'll downalosf it
1307706178689491540,Hi I have class 5 driver license  I will be getting class 4 then I will contact you again.
1318848589920545628,I was hoping to attend an info class however there is no space available.  I am a great match  and will study for my class 4
1336717803849380602,I want to know if Lyft is available in Edmonton so I can drive for Lyft ; Yes ; I have class 4 ; What is the office address in Vancouver
1311397731015598806,Hi Taylor I'm not sure if I want to drive yet😌 still thinking on it
1325296221377908932,Hello give me few days I am out of town thanks
1304039348405044022,"Sure will, I'm also just waiting for my new PR card ; Ok all done ; Has Lyft received my commercial drivers record? I emailed it a week ago. Thanks!"
1330415605711661224,Please cancel my application cause I don't have class 4 licenses
1346638428145191644," The car l am going to use for Lyft,has been ordered from Japan,will come in a month,first of January or the end of it,l am waiting for that.to finish th ; e rest of my application. I have done some on line,but the rest  I will do it,when my car arrive."
1328072895399504200,Taylor -- when is LYFT going to be active in vancouver and Squamish?
1278683805152426540,"e recent.  ; Hi Taylor, my car is 2004 so I stopped with the application. It's in perfect condition so I don't see it as a problem but your guidelines say 2010 or mor ; I'm happy with my car, so not really..."
1314037459801205614,"Hi Taylor, I have a class 2, will I still have to go through the whole process to get a class 4."
1349692463744551220,I have a have a different class license right? Not class 5 correct?
978472388961934520,"Hey, my vehicle is older than 2010 so I'm not eligible to continue with the application. Is there a way to delete my application and opt out of future messages? ; Thank you"
1335419568661076934,I don't have a class 5 driver's license. So can't be a driver
1320967827284603716,"Thanks. I am in class today until 3 pm. I will text you back after that. ; Apologize for delay to respond.  Hopefully tomorrow Thursday we can in touch. I also registered on Valley Driving School October 22 , 6:30 pm a Class 4 L ; icense session. I am ready to join this new era   Thanks  ; Thanks. I would submit the whole process on tonight. ; Thanks.  I will. ; Oh ! I just found the requirements of the vehicle is 2010 or newer. But my vehicle now 2005 Lexus GX470.  Seems it's not quality.  Apologize for caused y ; I am scheduled to buy a brand new vehicle. It's a Chevrolet four door sedan. Will get it October 23. Once I got it. Will prompt to process all applicatio"
1320615251162702672,Remove me from your database. That was a mistake. I just wanted  get the app to use as a passenger when u come to Vancouver.
1335849999804649706,"Hey guys it's been great getting all this fed back and information , But I guess I for the wrong impression about your business and I'm not exactly sure  ; I want to continue with the app and it's content , but I'll definitely pass this on as it seems you have a creative avenue here  . Thanks  ; I've had a change of mind , I no longer wish to pursue this route mi guess I'll uninstall the app thanks ,"
1308797786577039744,Oh can you please remove me from this list - I no longer want to look into being a driver anymore. Thank you!
1319850148698063040,"Hi Taylor I found other work, thanks.  I would cancel the class 4 free training but I can't remember which day I signed up for.  Sorry."
1316363716618988096,"Hi Taylor, I'm just waiting on my police clearance and vulnerability from Abbotsford police. Should have it in a week  or so. ; I'm away until end of October,  so will finish everything up after I get back"
1348510578259559264,I am ok with the application. Just wait for my vehicle application
1307433527461133246,Hello ; When lyft is going to start in Vancouver?
1319099071293870402,I will do inspection this Saturday. I will also send you driving record this weekend.
1260869138144600786,I dont have the proper vehicle ; I'll have to wait until I  have a newer vehicle. Mine is 2008 ; Not at the moment. 2nd child on the way
1317978172788521692,"Hi Taylor, I'll start Lyft in the future. I don't have my class 5 or a 2010 vehicle. Regards Nesta ; Sure thanks"
1306764655387557910,STOPALL
1329271875948298988,Hi
1340091813082786692,Hi Taylor  Can you please call me at your earliest convenience
1343283361014166524,"Taylor,  Thanks for reaching out. I need to schedule vehicle inspection first. I drove for Kater Kabs, they shut down November 30 but are paying for insp ; ections. Awaiting approval from them ; I have Class 4 and was driving for Kater Kabs until November 30. ; Yes"
962192291998920500,"Can't do it as I have a 2 door jeep wrangler. So until I get that pickup or Ford bronco I'm out. ; Will do, it's something that I'm interested in, just can't at the moment."
1310905065076714404,Hi I would like to withdraw my application thanks!
1315898353877009188,"hihi ; Yes pls help me with my application ; Would you please explain further about my driving record? What's wrong with it? ; So who will be able to answer my question then? ; It's alright. I will be waiting for my email then. Please make sure the Driver team will explain. ; Hello, anyone from Lyft can see my message? ; I need some help regarding my driver's application"
1315556077440926014,They are not set up in vancover canada yet
941394402464309552,"Hello Taylor, I have class 5"
1306197686777520820,Hi ; No
741772318101037058,"I have yet to get my class 4 here. ; Thanks, i just need to take the test. ; Stop sending me messages please"
1138626471662147218,Hi ; I have G2 from Ontario can i drive lyft in bc
1327248213270334028,"Thx for ur reply, I'm very interested in driving for Lyft. I have questions about driving area and leasing a car! Plz contact me at 604.230.6345 would be ;  greatly appreciated, Thx.  ; Thx for ur reply, I'm very interested in driving for Lyft. I have questions about driving area and leasing a car! Plz contact me at 604.230.6345 would be ;  greatly appreciated, Thx.  ; Thx for ur reply, I'm very interested in driving for Lyft. I have questions about driving area and leasing a car! Plz contact me at 604.230.6345 would be ;  greatly appreciated, Thx.  ; Thx for ur reply, I'm very interested in driving for Lyft. I have questions about driving area and leasing a car! Plz contact me at 604.230.6345 would be ;  greatly appreciated, Thx.  ; Thx for ur reply, I'm very interested in driving for Lyft. I have questions about driving area and leasing a car! Plz contact me at 604.230.6345 would be ;  greatly appreciated, Thx.  ; I've tried to navigate ur website several times and can't get no further than enter ""your car"" data. Please send me a way to talk to a Lyft Rep. Plz! ; I've tried to navigate ur website several times and can't get no further than enter ""your car"" data. Please send me a way to talk to a Lyft Rep. Plz! ; I've tried to navigate ur website several times and can't get no further than enter ""your car"" data. Please send me a way to talk to a Lyft Rep. Plz! ; I've tried to navigate ur website several times and can't get no further than enter ""your car"" data. Please send me a way to talk to a Lyft Rep. Plz! ; I've tried to navigate ur website several times and can't get no further than enter ""your car"" data. Please send me a way to talk to a Lyft Rep. Plz! ; I've tried to navigate ur website several times and can't get no further than enter ""your car"" data. Please send me a way to talk to a Lyft Rep. Plz! ; I've tried to navigate ur website several times and can't get no further than enter ""your car"" data. Please send me a way to talk to a Lyft Rep. Plz! ; I've tried to navigate ur website several times and can't get no further than enter ""your car"" data. Please send me a way to talk to a Lyft Rep. Plz! ; I've tried to navigate ur website several times and can't get no further than enter ""your car"" data. Please send me a way to talk to a Lyft Rep. Plz! ; I've tried to navigate ur website several times and can't get no further than enter ""your car"" data. Please send me a way to talk to a Lyft Rep. Plz! ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one. ; I have Class 1, clean abstract, but my vehicle l need to lease or share one."
1336894618020658058,Thanks Taylor but I'm not ready for that yet! ; No. Depend on me only. Thanks again!
1195283131903500872,"Hi, i dont think i can drive lyft since my car is too ols ; Old ; 2007 ; No"
1325524635878150618,"Hi Taylor ; I'm still in the process of getting my class 4. Road test booked ; Yeah I tried sending you guys an extreme high level criminal record check that i just got done by the RCMP but your system refused it ; thank you! ; Hey, can you let me know if a Nissan Frontier is an accepted vehicle for Lyft ; I will need to update this info with you ; Okay, it's no worries ; It did not allow me to send you a picture ; Hello ; Can you call me at your earliest convenience"
1335639113280494436,Hi Taylor  I don't have class 4 driver license
948771475501454336,I did send it. ; Yes please
1091792688428232126,Please don't text me anymore
1314126698753136864,Have class 5 only ; No ; And i already have already passed my class 4 knowledge test ; Need lessons ; Is it for info or they will give free   Road lessons?
1311100316770930746,Please cancel application. Vehicle is too old for service
1321441177557844242,"No thanks no longer interested, please stop reaching me via email or text.  Thank you"
1341436868780243928,"Hi, I email you guys my abstract from icbc. Can you check if you received it and attach to my profile? ; I did request today for criminal check, will take couple of days to receive results ; Not yet ; Sounds good ; Ok, I just upload my police check. I did my background check last week but it still not showing, what should I do? ; How long I should wait for background check? ; Hi there, I did my background check, but forgot to put appointment number, can you reset it ? Or what should I do?"
1324645229635031586,Hi Taylor I have driver's licence class 5 ; Ok. Thank ; https://langleyeducationsession.splashthat.com/?hubbypass=0dffcc0dd8d663fc6bd6add5756e37b1d4fcb82358d10088a7b1d764638a4d53
1309197882541646136,"I have a class one license,  having a hard time on your website going to next step. I own a 2018 F150 lariat that can carry 4 passengers ; Ruby Red ; Yes total 5 seat belts ; I emailed my insurance papers and drivers license  abstract to bc§docs¡lyft. Com"
1319188765131919446,Hey Taylor what's up? ; No questions yet but I haven't taken my learners yet but I took my class 2 learners last year and passed so on Tuesday I'll take it.
1316294693919820260,Hi
1314260996237198128,"Sorry, Taylor. I'm not applicable to the driver's license class 4. I need to get my record history from Brasil to try it. Thank you."
1338452452752308960,Ok ; I need to work in my licence ; Can I register before having the lic?
1339973744107599948,"Hi Taylor ; Just need to know if having a past criminal record disqualifies me from driving ; Ok good,  is there a number I can call to discuss my application?"
1337776630111413084,Bruh I don't even have a class 4
1306106462344417724,Sorry I'm stuck on the commercial inspection of the car ; Maybe you can explain the process ; Ok
1337919177915058806,Hi Taylor I will get the car inspection and police check by Tuesday next week and download on the web. Thanks for the reminder ; Where do go to get police vulnerability check? Where I live in surrey or Vancouver police ? ; Just got it bring it to your office can you tell me what floor on 594 Burrard and is it open this afternoon?
1344108294843791630,Ya I was into but I'm not a fan of having to pay for an inspection when my vehicle is brand new ; I'm interested I need to find an inspection site ; Why does it have to be Canadian tire ?
1338085831306580012,"Please don't hire 100% people of Vancouver as lift driver. ; Do we need a police background checks or class 4 ; I have class 5 and what about vehicle, how old we can use or need brand new."
1105064285852024688,Hello please give me a call
1331803668115339750,I just have class 5 not class 4 but I have a 8 seats van.
1236018390474272920,Hi ; I have class 1 ; 2015 Dodge Journey ; I have few question before I start. If someone can call me from your side.
1316546950192402724,I am getting my license upgraded to commercial. Will surely send it once done
1313721706885972660,Hello Taylor.  Do I have to do anything about my background check and what the personal insurance?
1026485461725970146,permission to operate I don't want to invest in that just yet.
1337347094347977594,My car is too old to register I noticed with your car share program. Will have to sign it once I have a newer car at a later date. Thanks
1311803746716742342,I don't have class 4 yet
1314036341817835766,I have an 08 vehicle.. apparently too old
1346574122478705154,Thanks ; Hi Taylor ; Is it ok if vehicle is in my spouse name?
1317800867622332784,"I have the commercial driving record, icbc sent it to me by email because I got locked out of their site so I had to call ; But I don't see how to submit it on the registration for Lyft ; Ok I'll do the same for icbc vehicle registration too ; Oh yeah it's 2017, I always thought it was 2018 ; Thanks ; I emailed it like I was told to do, like 2 weeks ago ; Thank you ; Oh I've done that 2 weeks ago, I'm just waiting for it to come in the mail."
1186706288104055210,Yes where to upload
1281826857473732956,Hi Taylor my 07 Chevy Tahoe Z71 although great is too old according to the requirements so no point in trying to complete app.
1304338867877046342,"Hi Taylor, what I can for my application? I think I have some issue on my driving record."
1330556818697019420,Hii I m about to get my class 4 ! I have road test on 8 nov ; Btw when you guys going to start ???
1323581082251104516,Hey Taylor
1322518261266303256,Hi . Sorry . I don't have Drive license now. I try to take my drive license .
1318382842696288854,No need as I don't have class 4  thanks! ; No thank you!
1320046739705922312,What's your start date in BC
1318906492500936964,I only have a class 5
1324399274055881108,"rs license. So, I'm eligible! But my car isn't 😢 it's a 2003 ; I'd love to complete it because I have a class 4 unrestricted drive ; Mmm not really that easily ; Okay"
1126261396711777578,Send me phone number I want talk ; Ok ; Ok good
1307672298374361876,"Hey Taylor, what's my next step? Its been a while since I opened the application ; Dont have my class 4 yet. Maybe that's what I was waiting for"
1338433748641693782,I ran into a problem.. my vehicle is a rebuild so I'm looking to buy another one
1326471490721208836,Sorry Taylor mistake with that sign up thanks
1322406681082415420,Not interested but come to Vancouver soon pls!!! ; No ; But good luck
1322626616896766150,"Was a mistake, please remove me from potential driver list."
1350372019890907816,Ues ; Yes
1319839821974401394,Does it cover all of BC or just Vancouver
1326194992631720948,"Hi Taylor, thanks for getting in touch with me. The reason I have stopped pursuing my application with Lyft is, as I was going through the process I came ;  across the requirement of having and police and vulnerable persons check. Unfortunately, due to some poor choices made many years ago, I will not clear  ; this part of the process. Does Lyft not hire anyone who has a criminal record? Please advise. "
1334851026887809592,Je suis pas disponible pour l'instant ; Merci de votre attention ; Vous payez combien et comment ?
1326096189484993282,"Yes sir ; I have class 5 licence, my car is 1999 model is that ok"
1320349711855991256,"When are the ride sharing-services going to be implemented in BC? ; No, just Class 5 & 6 ; Sure! ; Thank you"
1324078520637848506,Hi Taylor  My current car doesn't meet the requirements. We were already thinking about a new suv but need to decide on the one we like.
1311438202094301840,Hi
1184407768845146816,Yes I do ; Yes
1246837230935724556,Hi Taylor how long does it take to be approved ; Hi Taylor I'm having trouble getting back on the page I left off on when I started uploading my information. Can you direct me please ; Yes ; Can someone call me from your team ; I recieved a message about someone from your team need to talk to me about my background check  ; Ok thank you. I just read the text from the 20th ; Thank you
1078867504268523556,Hi I just registered for the class on tuesday for my class 4 license Anything else I should do ?
1091768885215515834,All done now ; Yes waiting to pick it up ; Have to do fingerprints tomorrow ; New experience s😀
1342867551880090486,Hi
1335113610291188434,hey..
1054514750879027572,I dont have my commercial license just yet but plan on getting it
1325053821410931362," car would be best to use. I would need to get a class 4 license but should have no problem getting one  ; Thanks. At this point I was just looking to see if you were holding an information drive and wanted to attend one. I wanted to get information as to what ; I have 2010 Rav 4 and 2017 Odyssey. Leaning on trading Rav for Prius."
1323631288225441868,"Hey, sorry but i can not be a driver with lyft, dont have canadian driving licence and i hoped an international driving licence will work ; Is that right?"
1321516187381735480,Sounds good ; I just want to know from when can we start driving for lyft ; Yes ; Class 1 ; I just moved from Alberta ; I need help registering my car to bc
1322279269709701548,I only have a class 5 drivers license ; Will work on that soon ; Registered ; 13 Hyundai sante fe
1094616549027966360,Is lyft available in abbotsford? ; Vancouver is almost 80 kms from abbotsford
1324312167722222590,Hi Taylor ; Yes I have class 4 ; Currently I am using an old car 2006 Pontiac Vibe
1324463496301527518,Yeah I am not interested
1324404297207280394,"Hi Taylor, Thank you very much for your follow up. The thing that kept me going was that after filling out the form and necessarily attaching it to one o ; f the most important things I had to do before filling out the form, it was grade four in the driving licence . I've been driving in Canada for about  25 ;  years but so far I didnt take a single ticket and I'm very sorry to have stopped working with your company.  I appreciate your follow up again  and hope ; fully the situation will be able to work with you. Best regards  Kamran ; Sure many thanks if is possible"
1334303451860925302,Yes help me with my application thanks ; Class 4 driving taxi form 10 years
1290730010849354724,I have questions about using an alternate car (if it's possible that they are supplied) as my car is not suitable. I do have my class 4 ; OK thank you. I hope it does.
1316618622798576556,"Hi Taylor, Please disregard my driver application request- clicked on by mistake. Tks."
1322607364459113456,"Hi Taylor. I haven't finished the application, due to not having class 4 licence. I am going to try to get it asap."
787178720775243694,Unsubscribe. Was just shopping the idea
1326562595035164982,"My car is more than 10 years old. I was waiting for the car rentals program when it becomes available here ; Makes sense? ; Express Drive... ; I don't know, you tell me I guess. This is the option I chose: ; Now you're asking me info want my application on hold? ; Yes ok put it on hold then until Express Drive runs here. Thanks ; Anyway I don't have a class 4 licence either"
1330242496812647114,"Hi Taylor, thank you for reaching out, I was not able to make my vehicle (washed and cleaned) this weekend for the inspection at Canadian Tire and thus t ; his is on hold, is there anything else I have missed on my application? Please kindly advise.  Thank you"
1225666638108338768,"Hi Taylor, been trying to resign up for the class 4 driving with valley Driving School but it wont let me. I originally signed up for the wrong date (a d ; ate that had already passed) and now it wont let me re-signup ; Thank you! ; It is still not allowing me to rebook"
1334827880817949382,"I have Dodge Ram pick up,,which does not qualify ; Yes, I have everything else"
1347210282494667462,Hi I don't have a car yet but I have a class 4 and a clear record. ; Do you provide any options in obtaining a car.  For financing or renting? Also do you offer a sign up bonus? ; Yes ; Do brand new cars require to have an inspection done? ; Thanks!!
1322767104124473976,Sorry I'm not interested but thanks ; Sure buddy thanks hey come check my insta #infratrainercanada we can connect and we can sponsor you ?? Why not ; We are new in town like you ... 😀😀🤩🤩🤩👍👍
1340521334095778592,"Hey Taylor, I made a mistake when signing up for Lyft. I was trying to sign up as a customer, not apply for a driver position. How can I remove myself fr ; om the driver application? "
1325319833895491584,Hi I have class 5 bc driving license u guys excepted
1332950744607785430,"Hi ; No. I have class 5 license, will it work?"
1323369798834862416,I'm out of town will be back on Friday will talk to you then
1318404814265498340,This was a mistake.  I am not applying
1342281885849497696,Hi ! Taylor I have done criminal record check with Uber and I have all the documents for it ! Why I can't use these papers for my criminal record with Lyft ; Hi !!! Taylor ????
1335105127591809968,Hi Yaylor wondering the cost of commercial vehicles inspection cost cover by Lyft thanks ; Thanks hi you know when the service start and wondering my  other documents I submitted got approved ; I have submitted the requirements for vulnerable check about Week ago looking forward to hearing from you thx ; Submitted through Lyft
1329912075505197446,Thank you.   I have my class 4 but it is class 4 restricted.  Do I have to take my class 4 all over again? ; Great!  Thank you!
1335062504037544214,When will lift be available in Vancouver?? ; Class 4 I used to have The chauffeurs license but I let it go because I wasn't using it ; Sorry that's a class 5 I have
1313226619199611542,Hi ; My car is too old for Lyft apparently ; No I don't ; Do u guys have operation supervisor or managers positions ?
1335070744647529074,"Sorry I didn't have any car to drive ; Not sure ; I have two cars one is Pontiac g5  2006 model and another one is civic Honda 2002 model but with only reading of less than 200k ; At this time, I do not have newer model. I am going to my home land. Once I will be back I want to buy new car. Before that I would like to get registere ; d. Is it possible, I will get registered with your company."
1327262811648494504,Just wondering when can i start ; Yes 31 oct ; My just inspection pending? ; Ok anything else i need ; Yes me too and i just want to know do i need to make any changes in my car insurance policy ; Hi i got email from lyft they are rejecting my application i just want to know why ; I check the requirements and i meet all the requirements but they cancel it i dont know why ; Thanx ; You will receive an email with your driving record & steps to take if you feel an error has occurred. Best luck!
1328883373195465042,"Not interested Taylor, my niece was mucking around with my phone. ; Thank you Taylor"
825768162011569664,Hi! Would love to have some help with this
1305765287851305970,"Hello Taylor, I like cancel my application for Lyft. The BC government and Vancouver made this to difficult."
1311711524825436742,"Sorry I have chosen not to Proceed, please remove me from your list."
1323141454179731854,Hey is it true car had to be 2010 or older? ; It's a 2002 Toyota Camry ; I would think your car just has to pass a safety inspection ; That's to bad.. ; No ; Lame ; Yes please
1319565906764339728,Seems To be several financial barriers for ride sharing here in Vancouver I'm not comfortable with ; What of the other city fees being discussed?
1303184204698413226,Hi Taylor is it possible to talk to a live person? ; RCMP is requesting an actual person's name for a manager contact for the vulnerable sector check
1320995867814701836,I have a VW bug. Only 2-door. So it won't work for me. ; No. Sorry
1323510739348044758,"Hi Taylor, I hate to say this but after a close inspection, Lyft won't be a viable option for me to work for as I have a 2-door vehicle ; Could you please take my information off file so that I will stop receiving emails and texts from you guys"
1331696506406896184,I have to wait for my car certification which won't happen till the 19 of November probably ; Class 2 with air ; I think so. Not sure. I am applying through a friend who gets the sign up bonus
1267190708144660516,But I thought that you guys check that ; Class 5 record??
1343261211378520140,Hey please cancel that ; Won't be able to do it anymore
1042693571728179892,At work now. Text you later!
899084284587954128,"At this time I do not have a qualified vehicle as our 2009 VW Jetta Sportwagon TDI has timed out. The application process will not allow me to continue u ; ntil I input a vehicle. I have my Commercial Drivers abstract available. Please assist. thx, Bob ; I understand, I thought I would be able to have everything passed so that once I attain a qualifying vehicle I would only have to register it...hoping th ; ere may be some rental companies allowing for such a contract? Otherwise it would not be wise to invest into something that is not approved by local gove ; rnments or even if I would want to do. It would be nice to try out first...I know you're separate companies...UBER allowed me to sign up leaving the vehi ; cle portion out until such time I have a qualifying one to register."
1342777368902941604,Need to get car serviced
1349591162440112890,"Unfortunately I don't have a car, so doesn't look like it'll work out just yet. But thanks, and I'll stand by for options/save up!  (Well, I'll try to sa ; ve up - as much as I can, working in the arts.. lol) ; Thanks! Have a fantastic day. 😁"
1221298455234945064,Hi Taylor
1330604281626964848,"Hi Taylor can you email me please,  Alan.jameason.truong@gmail.com"
1322605661829939722,Hi
1343250979147928178,hello ; I have class 2 driver license
1313419012160791166,What is your email address
1322948156825137796,Is lyft even operating in Vancouver right now ; How does the pay work
1320357821806909858,Hi I Have class 5 licences rt now r I can process the application
1342562424028940416,Do I have to do an commercial inspection.on my 2016 Jetta?
1324142171504978208,Hi Taylor ; There has definitely been a mistake
1349830277163840030,Ok I will
1340603190029450232,Our location is not available now. ; I'd love to wait and see.  Thanks.
1180471574881171676,Don't have a class 4
1335818964629375038,I currently have a class 5 will follow up when I get the required license
1339606995664335674,Sorry but I made a mistake with downloading your app. I am NOT interested in being a driver. Please take me off the list. Thank you
1274342463808696396,Not interested
1330032389813035772,"Hi Taylor, Can you call me so I can get some information from you about Lyft .  Thanks ; Yes ; Do you have office in Vancouver? ; Ok thanks I will go there ; Hi Taylor, Some how I can't open the page is it ok if you send me the address that I can go to that hub ; Ether one I close to Richmond and Surrey if you don't mind send me both I will see which one is close . Thanks ; Thank you so much ; Ok thanks"
1300544114546715248,"Hi Taylor, Id love to drive, I have my class 4 but I have a 2007 Honda CRV and it was noted as too old of a vehicle in the application process. ; Afraid not."
1305393308828320240,Hi Taylor
1318835209024037234,Taylor whn u guys expecting lyft start working in Vancouver?
1234880093527280282,How do i send
1310055677125867848,"Hi Taylor, I am in the process of getting class 4 licence. I'll continue my application after I get the licence ; Yes, I will contact them as soon as I hear from icbc that i am eligible take test. They need to review my driving experience which can take a while"
1311018358679534582,Hey I would love to drive for Lyft but my car is 2008 ; Is that okay
1323617282998166028,I am looking into getting my class 4 ... I need it first ; Yes jam signed up to go Tuesday to the cenimar ; 👍🏼 ; Thanks.
931776172431265902,"Ok. What more would you like? ; 4, (& also 6)"
1341519472477291040,Just have to figure out this class 4 license thing first ; Do you know what type of vehicle the test is in
1313343994531940532,"Hi Taylor ; I just need help to update my insurance, also, i submitted my background check online a while ago but still waiting...  Thx ; i have class 1 btw ; How do i update my new insurance? What about the background check? Thx"
1332225860742501002,"Hi , is there any assistance in getting class 4"
1330400268652591334,No thanks I do not have the correct license ; Im ok please stop
1322418931458898262,Stop texting me
1330392477421064422,"Hi, Taylor,  are there any class 4 training class that is available for me?  thanks. ; Do your Company still have  free class in Nov or Dec , 2019?"
1335293402066367132,I'm still studying and preparing for my knowledge text.
1330594562869616900,take me off list please. i will want to use lifts though.  when will it start?
932888873854518936,"I'm not gonna proceed, I didn't know I needed commercial insurance and a class 1-4 DL"
898797773565784192,"You can call me ; Were u calling earlier? ; I'm waiting for my road test date. I will drive from January ; Not yet ; e after I get the license   ; Where do I get the vulnerable sector check done from? ; I will complete my license switchover this month. Test is in 2 weeks. I will do inspection only after the test. Driving record you would only need to giv ; For the check they want your address and phone number. What should I provide ; It asks for a phone, address and contact person for my employment place ; Yes This is what I needed thanks. I will be requesting it this week"
1312077577465235520,Ok
1260067216194478568,I will send you my driving record today. Thanks
1321709417500697270,Just a little concerned sending my SIN number on line
1306887838499685208,I no longer want to apply. How do I remove my details?
1313288612089188518,"Help ; You have vehicles , like kater. As my vehicle is 2005 ?"
882079170065745588,Hi...my car is a 2013 dose it need Inspection
1322827046969887708,"Ok ; No, I just haven't got around to finish the application"
1322291787066788052,My car is to old
1223833646555981852,"I have my class 4 but I don't have a car. When are you guys expecting to launch? ; Thanks for getting back! Thats great! I'm looking into getting a car but I would need to know a launch date before I commit as the car would need to pay "
1304651086007759498,"I sent in both the request to get my driving record AND my actual commercial driving record. If LYFT is still not happy I don't know what else I can do. ; I figured that the 2 main ride sharing companies were Lyft and uber, so I signed up for both."
1319123971395375154,"Hey - was just looking for info on the type of vehicle required, I could not find it anywhere so had to go through the application process to find out. Y ; ou can delete me for now, if I pick up a newer vehicle i will consider signing up. ; I have a 08 Ford 3/4 ton crew cab pickup and a '13 VW bug."
936322763402088450,Thanks
1325578929308162128,"Hi, sorry my drivers license is a class 5 thatd why i declined my appication. ; For how long it will be for getting class 4"
1323619474154801568,"Hi there Taylor, I just need to confirm my SIN number, my card is at home. Working 2 jobs at the moment so it's tough to remember everything that has to  ; mon-fri. I think I will need to forfeit my applicatuon for now. ; I currently have a class 5, I guess I would need to obtain the class 1, 2 or 4 licence. Which I honestly probably will not have time to do as I work 7-4  ; I do not, but as I said I will have to forfeit my application for now as money is tight and I cannot afford to pay for certifications at the moment."
1316142938593760240,"Hi Taylor, I was in California  so couldn't get back to you. How old model vehicle is acceptable in Lyft?  I got a 2006 Highlander clean title.   Do you  ; accept  rebuilt but ICBC Certified cars? Thanks Shafiq "
1325903165851682876,Ok ; Dl 9209420 ; DL ; 5
1326279656839015414,Hi Taylor how are you doing thanks you unfortunately my car is in a good condition but is 2003 year's isn't mach with your policy thank s again
1312836119389657874,مندالم ده وی
1343309037659166814,"I'm working on getting my class 4 but it looks like my 2005 4Runner is too old ; Yeah probably. I was also looking into getting another car. But I saw you do rentals in some places, how long till that would be available?"
1307454016025878604,How can I made the police record. I have a valid chauffer permit from VPD is that enough?
1323150756442368206,Please cancel application
1099206711190663398,Please unsubscribe me thank you!
1310302361180643600,OK
1334088592726877144,Thought I was signing up for your app. Not interested in driving. ; Thanks
1228261026158711204,Sorry I dont have  Drv Liscence 4
1349046828070027678,I'm 19 so it won't continue
1223586581081880684,"Unless you're going to accept my vehicle, 2003 Durango, I'm not continuing"
1316939591233544486,https://www.dropbox.com/s/12s2ll2fncapxr1/SAGE%20commercial-driving-record.pdf?dl=0
1310295289839774368,"Hey!  ; Am I able to apply with a US Driver's license?  ; Gotcha, I'm gonna try and go this week  ; I have my BC driver's license? Can I finish my application  ; May I have a link? "
1311288592549122992,Hi Taylor
1315808620922331276,Done
1321374499145261884,Please cancel me. This was accidentally done. I do not want to b a driver... thank you
1333991197478066662,I'm working on it ; Class 1 ; No ; But I will shortly ; Thks ; K
1328514764865638902,My vehicle is 2000 I was told you have to have a car that's newer than that ; No ; Thanks
1339173487635774206,"Hi Taylor, I don't have class 4 yet. It's not easy to get it."
1330321764172398850,Please do not contact me anymore... I mistakenly went to the lift driver app instead of the rider... I have no intention to become a driver... thanks!
1335250302969451146,My car is not 2010 or newer ; No
1323982637626972920,Okay ; I have a class 5.....I am studying for my class 4 exam. ; I am doing my studies on my own.....I have no extra cash at present.....however I will investigate Valley driving school .....it's not free is it? ; Thanks for the information I am on it right now on the phone with them!! ; Just got off the phone with Valley......it's $499.00 to get the restricted license or unrestricted if I do choose!! ; So I will just do what I was doing before which is studying on my own.....go write the exam.....thanks!! ; 😀😀 ; Okay.....sounds great.😀😀 ; I need to change my vehicle.....it does not meet the requirements at present I have a 1999 Nissan Pathfinder..... ; Needs to be 10 years or younger. ; All in good time. ; Sounds great.
1346510452218588094,"Hello Tyler, where do I upload my documents like driver license and passport etc ; Ok when do you expect to be on the road in Vancouver"
1328840647569248976,Hey Taylor I just got my learner's for my class for and I am going to do the road test next week do I need a commercial plate on my vehicle ; Okay I'll upload my insurance papers and my class for once I get it ; E mail info please to grantbcurtis¡gmail.com
1302899081169154880,Hi Taylor I'm going to wait I think. I read some bad reviews ; I read some reviews and it seemed that it's not very professionally set up yet One girl said she drove around for a long time because your navigation sys ; tem didn't work properly and she ended up losing money on the ride and earning $1.30  ; Ok I will think about it this weekend and get back to you
1329615666720475232,Hi. I was interested to sign up as a patron. To use your service. Not as a driver When will service be available in vancouver? ; Excellent. Can't wait to use the service.  I don't drive !!   I thought I was signing up for service- was never my intention to be a driver.  Thank you
